zip_code,median_price,median_price_sqft,listing_count,median_house_size,zhvi_current,growth_1yr,growth_5yr,log_median_price,price_to_zhvi
10801,439999.5,264.34903,54,1216.5,772747.3154283823,0.07864158960990797,0.355624550723605,12.994531,0.5693963488648042
10803,473000.0,319.23682,24,1271.0,1367657.1840410104,0.12834752323858462,0.573798213297779,13.066853,0.3458469019278859
10804,849000.0,363.93634,34,2595.5,1203677.020338904,0.09915701577694522,0.5088044067916788,13.651815,0.7053387126730706
10805,359000.0,292.94116,41,1150.0,560534.2668563282,0.0688621019716746,0.3446679842278101,12.79108,0.6404603986361035
10901,569000.0,267.5601,55,2136.0,786727.9538816627,0.021576304404080537,0.5508809557207545,13.251637,0.7232487382615457
10913,814000.0,313.70276,4,2344.0,786663.9646835428,0.05820296246914109,0.3189695077098286,13.609716,1.0347493167904975
10914,519000.0,253.54176,3,2000.0,630959.1639884195,0.05340019580378338,0.45536712031551924,13.159661,0.8225571948575829
10916,608600.0,264.3921,18,2286.0,594794.8421405291,0.031569278681226325,0.42331975012598455,13.318918,1.0232099488452007
10917,999999.0,264.24634,3,2176.0,561645.0403530833,0.014480758017731089,0.39248732135250614,13.815511,1.7804822052222549
10918,599900.0,224.52504,21,2394.0,522829.6377037845,0.03444413631318147,0.4519282255643792,13.30452,1.1474100868395694
10919,169900.0,70.032974,1,2426.0,466328.9416445817,0.0387270615323324,0.4660166077400963,12.042972,0.3643350965968811
10920,504000.0,273.66064,8,2078.5,652988.2670917234,-0.001321640497852383,0.25817339512902143,13.130334,0.77183622646807
10921,529950.0,254.48654,6,2173.5,461200.6255761897,0.031025683237036385,0.4431845608426822,13.18054,1.1490660910052322
10923,499499.5,270.3795,12,1737.5,604422.0667798022,0.04133263613168257,0.4723754168241104,13.121364,0.8264084444520675
10924,654000.0,241.9899,26,3163.5,557808.3022956228,0.04079808728815728,0.4196036676591848,13.390864,1.1724457977920133
10925,448250.0,265.53366,12,1707.0,405634.770509512,0.02906026551840762,0.49084775680889087,13.013108,1.1050581276278648
10926,200000.0,236.1788,3,960.0,360361.0037811272,0.0023845308704850483,0.35882467893877124,12.206078,0.5549990090533607
10927,350000.0,233.82353,15,1621.0,444627.42020148085,0.03551038178176984,0.42541774006417,12.765692,0.787175923251425
10928,302000.0,206.18454,4,1546.0,414562.2303410183,0.018823988583188133,0.46602781253676123,12.618186,0.7284792918823677
10930,639000.0,245.83963,21,2838.0,534947.4521064451,0.028697411059915242,0.4550901202162666,13.367661,1.1945098485539665
10931,339000.0,183.44156,1,1848.0,500843.69732052577,0.024442554443641816,0.33171475579159043,12.733758,0.6768578736512474
10940,344200.0,204.49469,74,1663.5,390345.14050687174,0.03563434031094418,0.43074879262984456,12.748981,0.8817837454132226
10941,609900.0,236.06245,28,2559.0,439477.0677007412,0.033309220801237306,0.4554632791224225,13.321052,1.38778572267918
10950,525000.0,250.7021,55,1975.0,529095.7416992779,0.006466935445697919,0.4298698635104826,13.171155,0.992258978146141
10952,804900.0,360.38266,28,2134.5,1129882.7060850316,0.007559422705606717,0.5717258801820776,13.5984745,0.7123748294094393
10954,600000.0,276.96457,31,2038.0,625972.7631333609,0.018496930795815037,0.3607838646135107,13.304687,0.9585081577617659
10956,661400.0,306.51096,34,2396.0,791522.2789928201,0.034482176367682554,0.3941202464675027,13.402116,0.8356050329266848
