zip_code,zhvi_current,zhvi_1yr_ago,growth_1yr,growth_5yr
75040,278969.7122873543,295185.4484897217,-0.054934063604195706,0.23992838688570486
77072,206563.7058737077,207558.2844656465,-0.004791803875712874,0.3174837430312854
27406,228220.40823250057,231138.40456459823,-0.012624454761615072,0.291584783791035
95206,419844.9706071872,439100.7332380794,-0.04385272256070633,0.16910277805437782
60402,303483.50319043157,288013.3356267426,0.05371337243820492,0.2738081159993091
95608,574742.7071532141,581489.9954273674,-0.011603446881651536,0.14513297809746242
60651,267647.27317921276,254629.56854861163,0.05112408863119095,0.17065810231174014
33313,167683.03248247228,186329.47447484775,-0.10007242302877059,0.27010504671947716
30062,551661.1827704909,554244.135379735,-0.004660315634146434,0.355370841979241
91343,890814.7636796376,900385.0409396508,-0.010629094026290838,0.2657162615512973
78249,301401.0492834438,309564.9123848534,-0.02637205566521136,0.19560660042712188
84404,433254.0094569556,424935.5568807949,0.019575797886205736,0.31155494354537716
92201,472290.6627146427,478254.6357093716,-0.012470287895657966,0.3835991058767567
28215,350840.9104578697,356320.90325764444,-0.015379375023115984,0.3591993776164378
92562,689231.9855375327,699848.3802683327,-0.015169563908584684,0.30140152284520144
31907,158581.3757726316,158079.69254277597,0.0031736096002330334,0.3602499085301143
77373,243469.06388369703,250818.63418167023,-0.029302329637318096,0.23623075113770217
77386,368699.45568103326,372422.2975798506,-0.009996291637235083,0.2650601816011956
10024,1564700.796433023,1494787.9311166636,0.04677109298315765,0.005737350782011213
32818,341783.1968226689,354821.18628129485,-0.036745239469127174,0.33589910277538476
29445,318658.1095743261,321609.97354453296,-0.00917839685652079,0.3614661672584307
94806,582726.326844961,617333.6824784422,-0.05605939966622458,-0.0007157957766312869
